Date,Total,Desktop,Android,Desktop/nightly,Desktop/aurora,Desktop/beta,Desktop/release,Android/nightly,Android/aurora,Android/beta,Android/release
2017-01-08,74661528,67154688,7506840,25100,61270,1025648,66042670,1413,10288,181215,7313924
2017-01-09,105090722,97489735,7600987,30565,89695,1654762,95714713,1480,9998,177183,7412326
2017-01-10,103381237,96154462,7226775,30879,92482,1620301,94410800,1585,10087,177150,7037953
2017-01-11,103186269,95915867,7270402,30801,93564,1637402,94154100,1577,10273,179992,7078560
2017-01-12,102382193,95062777,7319416,30336,92766,1577732,93361943,1563,10004,181869,7125980
2017-01-13,97722597,90411480,7311117,29395,87915,1444560,88849610,1527,10225,182934,7116431
2017-01-14,74415896,67181858,7234038,24998,63000,1123923,65969937,1435,10004,180651,7041948
2017-01-15,74639844,67319235,7320609,25104,63481,1005935,66224715,1599,10076,182635,7126299
2017-01-16,103931499,96534905,7396594,30759,91452,1629599,94783095,1668,9982,165235,7219709
2017-01-17,105297262,97872233,7425029,30984,93928,1638709,96108612,1635,10179,168232,7244983
2017-01-18,104805201,97350337,7454864,30931,94274,1633905,95591227,1580,10180,169765,7273339
2017-01-19,101881100,94436310,7444790,30859,93798,1564789,92746864,1574,10154,171497,7261565
2017-01-20,96597549,89196363,7401186,29917,89449,1448041,87628956,1618,10000,172204,7217364
2017-01-21,74378007,67066849,7311158,25381,64536,1224515,65752417,1668,10043,170385,7129062
2017-01-22,74811136,67419247,7391889,25724,65116,997414,66330993,1577,10281,172998,7207033
2017-01-23,104281493,96816681,7464812,1216,5,1630399,95185061,81,10265,176411,7278055
2017-01-26,98375589,90812537,7563052,20014,248,1361791,89430484,848,20,181167,7381017
2017-01-27,94178775,86652870,7525905,20786,512,1445692,85185880,949,35,180537,7344384
2017-01-28,72384615,65050902,7333713,18667,14701,1168268,63849266,918,625,178321,7153849
2017-01-29,73031789,65614415,7417374,19712,28921,1013323,64552459,986,1095,179530,7235763
2017-01-30,102333448,94819489,7513959,24617,42788,1660702,93091382,1171,1301,183543,7327944
2017-01-31,102674796,95110846,7563950,25365,60356,1689216,93335909,1154,2328,179076,7381392
2017-02-01,101562239,94003763,7558476,25547,66062,1675425,92236729,1133,5115,180361,7371867
2017-02-02,101217174,93646439,7570735,25926,69559,1687136,91863818,1098,6769,180505,7382363
2017-02-03,97229286,89662168,7567118,25273,69247,1587823,87979825,1149,7332,179859,7378778
2017-02-04,75610983,68116838,7494145,21621,50354,1345882,66698981,1103,7611,179085,7306346
2017-02-05,75006062,67452269,7553793,22000,51355,1103271,66275643,1137,7896,180574,7364186
2017-02-06,105078240,97422882,7655358,26960,76970,1817257,95501695,1277,8379,183953,7461749
2017-02-07,85466635,79412396,6054239,21329,65766,1660396,77664905,994,6315,137773,5909157
2017-02-09,103862301,95782480,8079821,27573,83199,1774682,93897026,1373,8995,185413,7884040
2017-02-10,98793286,90765432,8027854,26768,79955,1641050,89017659,1322,8916,183856,7833760
2017-02-11,75325990,67434600,7891390,22735,56489,1356600,65998776,1309,9169,182698,7698214
2017-02-12,75631147,67716859,7914288,24022,57332,1138774,66496731,1417,9368,184072,7719431
2017-02-13,106413860,98431030,7982830,29119,85989,1842250,96473672,1589,9189,177500,7794552
2017-02-14,104578112,96635236,7942876,29438,86272,1818885,94700641,1456,9719,177755,7753946
2017-02-15,103615195,95697074,7918121,29191,87258,1711706,93868919,1479,9530,180060,7727052
2017-02-16,103441820,95533733,7908087,29000,87517,1804907,93612309,1534,9667,180684,7716202
2017-02-17,98479878,90612928,7866950,28416,84056,1678791,88821665,1536,9470,179374,7676570
2017-02-18,75467537,67710398,7757139,24242,59486,1418091,66208579,1397,9790,178591,7567361
2017-02-19,74941190,67149030,7792160,24666,59710,1152214,65912440,1388,9755,179080,7601937
2017-02-20,105179918,97267448,7912470,29725,88113,1887714,95261896,1429,9874,184401,7716766
2017-02-21,104803746,97020494,7783252,29607,90113,1814519,95086255,1450,9972,178033,7593797
2017-02-22,104258706,96447001,7811705,29907,90698,1876002,94450394,1540,10267,180389,7619509
2017-02-23,100977509,93155022,7822487,29477,89352,1823027,91213166,1532,10180,181832,7628943
2017-02-24,95487893,87689216,7798677,28338,85073,1577180,85998625,1514,10103,182270,7604790
2017-02-25,74405471,66788241,7617230,24449,61103,1420702,65281987,1344,10051,178907,7426928
2017-02-26,74223517,66563009,7660508,24618,61430,1173240,65303721,1376,10250,179623,7469259
2017-02-27,99211137,91482031,7729106,30144,88518,1893313,89470056,1346,10388,174336,7543036
2017-02-28,100002308,92208413,7793895,30298,90273,1884320,90203522,1707,10354,176784,7605050
2017-03-01,101403262,94409421,6993841,30471,93717,1882903,92402330,1814,10173,179127,6802727
2017-03-02,101001343,94017099,6984244,30448,95130,1826493,92065028,1373,10267,180621,6791983
2017-03-03,95950426,88970207,6980219,29441,90458,1722388,87127920,1378,10245,179150,6789446
2017-03-04,73403587,66495436,6908151,24996,63840,1461636,64944964,1400,10304,179111,6717336
2017-03-05,73696369,66708080,6988289,25520,64153,1186823,65431584,1450,10259,180151,6796429
2017-03-06,104700021,97608924,7091097,31026,96019,1936734,95545145,1574,10400,181504,6897619
2017-03-07,103912349,96763244,7149105,31315,96791,1929139,94705999,1502,10616,182221,6954766
2017-03-08,98648463,91470680,7177783,30898,95128,1816852,89527802,1521,10699,185058,6980505
2017-03-09,96839495,89685286,7154209,31179,95923,1715411,87842773,1572,10582,179624,6962431
2017-03-10,89390285,82239864,7150421,29691,90944,1562125,80557104,1492,10508,179195,6959226
2017-03-11,67612184,60579138,7033046,24989,63908,1276128,59214113,1388,10714,177021,6843923
2017-03-12,67836490,60756457,7080033,25451,64359,1060444,59606203,1428,10735,177136,6890734
2017-03-13,94087602,86928634,7158968,30715,95489,1526677,85275753,1550,10723,172308,6974387
2017-03-14,93986601,86784165,7202436,31249,98223,1711337,84943356,1500,10779,175261,7014896
2017-03-15,93302359,86089384,7212975,31018,99113,1723366,84235887,1536,10582,176811,7024046
2017-03-16,92060742,84876728,7184014,30924,97999,1675457,83072348,1623,10533,176500,6995358
2017-03-17,87271130,80113144,7157986,29519,93427,1543223,78446975,1571,10480,175765,6970170
2017-03-18,67719544,60566151,7153393,25385,65937,1298869,59175960,1576,10927,174842,6966048
2017-03-19,67545330,60349907,7195423,25512,65839,1060080,59198476,1510,10961,175756,7007196
2017-03-20,70720820,65246739,5474081,23207,72990,1283061,63867481,1115,8193,127452,5337321
2017-03-21,94173953,86894915,7279038,31031,100136,1678022,85085726,1567,11230,170857,7095384
2017-03-22,93368909,86083698,7285211,30694,100210,1671209,84281585,1457,11336,173844,7098574
2017-03-23,92418871,85152936,7265935,30478,99238,1629218,83394002,1500,12019,173385,7079031
2017-03-24,87484273,80264219,7220054,29339,93881,1526029,78614970,1455,11833,172924,7033842
2017-03-25,66163092,59081371,7081721,24597,65403,1251999,57739372,1408,12032,170112,6898169
2017-03-26,65798695,58690385,7108310,25000,65735,1006647,57593003,1397,12144,170962,6923807
2017-03-27,94672946,87410577,7262369,28707,90877,1654148,85636845,1295,11825,172665,7076584
2017-03-28,93105832,85793295,7312537,28686,91729,1533144,84139736,1368,10840,174403,7125926
2017-03-29,93422487,86066077,7356410,29154,92233,1627184,84317506,1278,10965,185422,7158745
2017-03-30,92912292,85584133,7328159,28973,92531,1662710,83799919,1397,10898,182654,7133210
2017-03-31,88087234,80802399,7284835,27965,88534,1545679,79140221,1362,10855,180102,7092516
2017-04-01,67191439,60037499,7153940,23707,61574,1252139,58700079,1282,10961,177369,6964328
2017-04-02,66658416,59491188,7167228,23988,60722,1030882,58375596,1419,11336,176314,6978159
2017-04-03,94389787,87056980,7332807,29506,92856,1723097,85211521,1433,11287,180388,7139699
2017-04-04,93471187,86104477,7366710,29392,93811,1652922,84328352,1410,11483,176400,7177417
2017-04-05,94286590,86875072,7411518,29556,94977,1654302,85096237,1450,11677,177644,7220747
2017-04-06,93146345,85753426,7392919,29341,94507,1648666,83980912,1442,11666,178356,7201455
2017-04-07,88373783,80985864,7387919,28144,90337,1533769,79333614,1507,11170,178262,7196980
2017-04-08,66623967,59405778,7218189,23581,62005,1267238,58052954,1436,11196,174575,7030982
2017-04-09,65720140,58502022,7218118,23873,61702,1063897,57352550,1423,11216,174114,7031365
2017-04-10,93372209,85981701,7390508,29232,93919,1712138,84146412,1454,11364,178250,7199440
2017-04-11,92265648,84859268,7406380,29410,94608,1662879,83072371,1470,11315,173376,7220219
2017-04-12,90913984,83519854,7394130,29369,93737,1663558,81733190,1464,11717,174776,7206173
2017-04-13,85197018,77885954,7311064,28312,87090,1545158,76225394,1444,11524,172325,7125771
2017-04-14,71898573,64683906,7214667,25192,72286,1101051,63485377,1433,11327,167645,7034262
2017-04-15,63262512,56095092,7167420,23151,58933,1212635,54800373,1375,11482,167509,6987054
2017-04-16,60752488,53562949,7189539,22832,57520,1006796,52475801,1474,11538,168086,7008441
2017-04-17,82808098,75413893,7394205,27543,80831,1564225,73741294,1455,11769,172482,7208499
2017-04-18,90158262,82661839,7496423,30340,95202,1689313,80846984,1487,12254,171473,7311209
2017-04-19,89791716,82263639,7528077,30375,95810,1659339,80478115,1483,12054,173736,7340804
2017-04-20,89397282,81524605,7872677,30099,96008,1629505,79768993,1515,11985,174160,7685017
2017-04-21,83478766,75662236,7816530,29096,90073,1496468,74046599,1624,12134,174501,7628271
2017-04-22,66015814,58324884,7690930,24830,64064,1275813,56960177,1710,11938,174828,7502454
2017-04-23,66120050,58386209,7733841,25331,63633,1050889,57246356,1721,12152,177243,7542725
2017-04-24,91086608,83345146,7741462,30329,95739,1583870,81635208,1686,12043,170250,7557483
2017-04-25,91510366,83715545,7794821,30752,97350,1679402,81908041,1686,12195,171975,7608965
2017-04-26,92602163,84803656,7798507,31102,98232,1720833,82953489,1647,12427,174870,7609563
2017-04-27,91006669,83265848,7740821,30582,96485,1665983,81472798,1620,12942,176142,7550117
2017-04-28,85795961,78121284,7674677,29297,91182,1522301,76478504,1775,12837,174473,7485592
2017-04-29,64529566,57015620,7513946,24626,62495,1280089,55648410,1732,12218,170746,7329250
2017-04-30,62165935,54726635,7439300,24465,60900,1033339,53607931,1739,12212,168929,7256420
2017-05-01,73382606,65788822,7593784,26613,72929,1216384,64472896,1783,12516,167765,7411720
2017-05-02,92635461,84917419,7718042,31076,96173,1717952,83072218,1830,12445,170807,7532960
2017-05-03,91297207,83889359,7407848,30791,96244,1707675,82054649,1877,12576,162704,7230691
2017-05-04,91027060,83731842,7295218,30538,96018,1677566,81927720,1919,12601,98350,7182348
2017-05-05,85772597,78563603,7208994,29200,91218,1531363,76911822,1821,12236,66150,7128787
2017-05-06,65143446,58115746,7027700,24509,64267,1289627,56737343,1766,12172,53008,6960754
2017-05-07,65520016,58377004,7143012,24897,64361,1058460,57229286,1779,12434,46162,7082637
2017-05-08,90649989,83397901,7252088,29825,95449,1665092,81607535,1789,12418,42155,7195726
2017-05-09,91877671,84637129,7240542,30129,97794,1656156,82853050,1833,12385,37114,7189210
2017-05-10,91247390,83960735,7286655,30091,97297,1553083,82280264,1840,12449,99835,7172531
2017-05-11,90003683,82640753,7362930,29676,97007,1509285,81004785,1996,12260,130392,7218282
2017-05-12,86062076,78655995,7406081,28798,92933,1507468,77026796,1780,12371,140641,7251289
2017-05-13,64903062,57619675,7283387,24136,63923,1240039,56291577,1760,12308,144149,7125170
2017-05-14,64402599,57078461,7324138,24430,63404,1035431,55955196,1960,12260,148140,7161778
2017-05-15,92533733,85079084,7454649,29730,97689,1645212,83306453,1934,12280,153380,7287055
2017-05-16,92053452,84576879,7476573,29786,98763,1656949,82791381,1853,12478,156180,7306062
2017-05-17,90867300,83384219,7483081,29846,98303,1655639,81600431,1941,12590,159209,7309341
2017-05-18,90520038,83041304,7478734,29637,97855,1621592,81292220,1922,12376,156531,7307905
2017-05-19,85634294,78195606,7438688,28610,92966,1506209,76567821,1868,12120,157350,7267350
2017-05-20,64267491,57011617,7255874,23773,63827,1255538,55668479,1910,12075,153701,7088188
2017-05-21,64721944,57396919,7325025,24621,64491,1042628,56265179,1837,12068,157300,7153820
2017-05-22,91726688,84278948,7447740,30124,97666,1684023,82467135,1986,12056,159712,7273986
2017-05-23,91398864,83918762,7480102,30185,99383,1677029,82112165,1915,12116,154938,7311133
2017-05-24,89328261,81858039,7470222,30027,98377,1655557,80074078,2202,12090,156526,7299404
2017-05-25,81764340,74443291,7321049,28394,89864,1471826,72853207,2053,11902,156436,7150658
2017-05-26,80464399,73195010,7269389,27834,87923,1469099,71610154,2018,11879,156528,7098964
2017-05-27,62224916,55146162,7078754,23735,60645,1219566,53842216,1977,11591,153042,6912144
2017-05-28,62355045,55193863,7161182,23857,59539,1019487,54090980,1953,11649,154500,6993080
